code,description,manufacturer,car_type,category,common_cause,fix_tip
U033C,Software Incompatibility With Hybrid/EV Battery Interface Control Module C,U,,,,
U033D,Software Incompatibility With Hybrid/EV Battery Interface Control Module D,U,,,,
U033E,Software Incompatibility With Hybrid/EV Battery Interface Control Module E,U,,,,
U033F,Software Incompatibility With Hybrid/EV Battery Interface Control Module F,U,,,,
U0340,Software Incompatibility With Hybrid/EV Battery Interface Control Module G,U,,,,
U0341,Software Incompatibility With Hybrid/EV Battery Interface Control Module H,U,,,,
U0342,Software Incompatibility With Hybrid/EV Battery Interface Control Module I,U,,,,
U0343,Software Incompatibility With Hybrid/EV Battery Interface Control Module J,U,,,,
U0344,Software Incompatibility With Hybrid/EV Battery Interface Control Module K,U,,,,
U0345,Software Incompatibility With Hybrid/EV Battery Interface Control Module L,U,,,,
U0346,Software Incompatibility With Hybrid/EV Battery Interface Control Module M,U,,,,
U0347,Software Incompatibility With Hybrid/EV Battery Interface Control Module N,U,,,,
U0348,Software Incompatibility With Hybrid/EV Battery Interface Control Module O,U,,,,
U0349,Software Incompatibility With Hybrid/EV Battery Interface Control Module P,U,,,,
U034A,Software Incompatibility With Engine Disconnect Clutch,U,,,,
U034B,Software Incompatibility With Brake Booster Control,U,,,,
U034C,Software Incompatibility With Battery Energy Control Module C,U,,,,
U034D,Software Incompatibility With Vehicle Thermal Management Control Module,U,,,,
U034E,Software Incompatibility With Active Grille Air Shutter Module A,U,,,,
U034F,Software Incompatibility With Active Grille Air Shutter Module B,U,,,,
U0350,Software Incompatibility With Active Grille Air Shutter Module C,U,,,,
U0351,Software Incompatibility With Active Grille Air Shutter Module D,U,,,,
U0352,Software Incompatibility With NOx Sensor C,U,,,,
U0353,Software Incompatibility With Ion Sense Module,U,,,,
U0354,Software Incompatibility With Hybrid/EV Battery Inductive Charger Control Module,U,,,,
U0400,Invalid Data Received,U,,,,
U0401,Invalid Data Received From ECM/PCM A,U,,,,
U0402,Invalid Data Received From TCM,U,,,,
U0403,Invalid Data Received From Transfer Case Control Module,U,,,,
U0404,Invalid Data Received From Gear Shift Control Module A,U,,,,
U0405,Invalid Data Received From Cruise Control Module,U,,,,
U0406,Invalid Data Received From Fuel Injector Control Module,U,,,,
U0407,Invalid Data Received From Glow Plug Control Module 1,U,,,,
U0408,Invalid Data Received From Throttle Actuator A Control Module,U,,,,
U0409,Invalid Data Received From Alternative Fuel Control Module,U,,,,
U040A,Invalid Data Received From Air Conditioning Control Module,U,,,,
U040B,Invalid Data Received From Exhaust Gas Recirculation Control Module A,U,,,,
U040C,Invalid Data Received From Exhaust Gas Recirculation Control Module B,U,,,,
U040D,Invalid Data Received From Turbocharger/Supercharger Control Module A,U,,,,
U040E,Invalid Data Received From Turbocharger/Supercharger Control Module B,U,,,,
U040F,Invalid Data Received From Reductant Control Module,U,,,,
U0410,Invalid Data Received From Fuel Pump Control Module A,U,,,,
U0411,Invalid Data Received From Drive Motor Control Module A,U,,,,
U0412,Invalid Data Received From Battery Energy Control Module A,U,,,,
U0413,Invalid Data Received From Battery Energy Control Module B,U,,,,
U0414,Invalid Data Received From Four-Wheel Drive Clutch Control Module,U,,,,
U0415,Invalid Data Received From Anti-Lock Brake System (ABS) Control Module,U,,,,
U0416,Invalid Data Received From Vehicle Dynamics Control Module,U,,,,
U0417,Invalid Data Received From Park Brake Control Module,U,,,,
U0418,Invalid Data Received From Brake System Control Module A,U,,,,
U0419,Invalid Data Received From Steering Effort Control Module,U,,,,
U041A,Invalid Data Received From Battery Isolation/Voltage Stabilization Control Module,U,,,,
U041B,Invalid Data Received From Exhaust Gas Sensor Module A,U,,,,
U041C,Invalid Data Received From Rocker Arm Control Module A,U,,,,
U041D,Invalid Data Received From Rocker Arm Control Module B,U,,,,
U041E,Invalid Data Received From All Wheel Drive Control Module,U,,,,
U041F,Invalid Data Received From Throttle Actuator B Control Module,U,,,,
U0420,Invalid Data Received From Power Steering Control Module A,U,,,,
U0421,Invalid Data Received From Suspension Control Module A,U,,,,
U0422,Invalid Data Received From Body Control Module,U,,,,
U0423,Invalid Data Received From Instrument Panel Cluster Control Module,U,,,,
U0424,Invalid Data Received From HVAC Control Module,U,,,,
U0425,Invalid Data Received From Auxiliary Heater Control Module,U,,,,
U0426,Invalid Data Received From Vehicle Immobilizer Control Module,U,,,,
U0427,Invalid Data Received From Vehicle Security Control Module,U,,,,
U0428,Invalid Data Received From Steering Angle Sensor Module,U,,,,
U0429,Invalid Data Received From Steering Column Control Module,U,,,,
U042A,Invalid Data Received From V2X Module,U,,,,
U042B,Invalid Data Received From Chassis Control Module A,U,,,,
U042C,Invalid Data Received From Chassis Control Module B,U,,,,
U042D,Invalid Data Received from Active Vibration Control Module,U,,,,
U042E,Invalid Data Received From Generator A Control Module,U,,,,
U042F,Invalid Data Received From Camshaft Position Control Module,U,,,,
U0430,Invalid Data Received From Tire Pressure Monitor Module,U,,,,
U0431,Invalid Data Received From Body Control Module A,U,,,,
U0432,Invalid Data Received From Multi-axis Acceleration Sensor Module A,U,,,,
U0433,Invalid Data Received From Front Distance Range Sensor - Single Sensor or Center,U,,,,
U0434,Invalid Data Received From Active Roll Control Module,U,,,,
U0435,Invalid Data Received From Power Steering Control Module - Rear,U,,,,
U0436,Invalid Data Received From Differential Control Module - Front,U,,,,
U0437,Invalid Data Received From Differential Control Module - Rear,U,,,,
U0438,Invalid Data Received From Trailer Brake Control Module,U,,,,
U0439,Invalid Data Received From All Terrain Control Module,U,,,,
U043A,Invalid Data Received From Suspension Control Module B,U,,,,
U043B,Invalid Data Received From Front Distance Range Sensor - Left,U,,,,
U043C,Invalid Data Received From Front Distance Range Sensor - Right,U,,,,
U043D,Invalid Data Received From Accelerator Pedal Module,U,,,,
U043E,Invalid Data Received From Vacuum Sensor A,U,,,,
U043F,Invalid Data Received From Vacuum Sensor B,U,,,,
U0440,Invalid Data Received From Pedestrian Alert Control Module,U,,,,
U0441,Invalid Data Received From Emissions Critical Control Information,U,,,,
U0442,Invalid Data Received From ECM/PCM B,U,,,,
U0443,Invalid Data Received From Body Control Module B,U,,,,
U0444,Invalid Data Received From Body Control Module C,U,,,,
U0445,Invalid Data Received From Body Control Module D,U,,,,
U0446,Invalid Data Received From Body Control Module E,U,,,,
U0447,Invalid Data Received From Serial Data Gateway Module A,U,,,,
U0448,Invalid Data Received From Serial Data Gateway Module B,U,,,,
U0449,Invalid Data Received From Serial Data Gateway Module C,U,,,,
U044A,Invalid Data Received From Serial Data Gateway Module D,U,,,,
U044B,Invalid Data Received From Battery Energy Control Module C,U,,,,
U044C,Invalid Data Received From Hybrid/EV Battery Inductive Charging Module,U,,,,
U044D,Invalid Data Received From Generator B Control Module,U,,,,
U044F,Invalid Data Received From Mirror Control Module B,U,,,,
U0451,Invalid Data Received From Serial Data Gateway Module E,U,,,,
U0452,Invalid Data Received From Restraints Control Module,U,,,,
U0453,Invalid Data Received From Side Restraints Control Module - Left,U,,,,
U0454,Invalid Data Received From Side Restraints Control Module - Right,U,,,,
U0455,Invalid Data Received From Restraints Occupant Classification System Module,U,,,,
U0456,Invalid Data Received From Coolant Temperature Control Module,U,,,,
U0457,Invalid Data Received From Information Center A,U,,,,
U0458,Invalid Data Received From Information Center B,U,,,,
U0459,Invalid Data Received From Head Up Display,U,,,,
U045A,Invalid Data Received From Parking Assist Control Module A,U,,,,
U045B,Invalid Data Received From Anti-Lock Brake System (ABS) Control Module B,U,,,,
U045C,Invalid Data Received From Power Steering Control Module “B”,U,,,,
U045D,Invalid Data Received From Automated Driving System Control Module A,U,,,,
U045E,Invalid Data Received From Automated Driving System Control Module B,U,,,,
U045F,Invalid Data Received From Automated Driving System Interface Module “A”,U,,,,
U0460,Invalid Data Received From Automated Driving System Interface Module “B”,U,,,,
U0461,Invalid Data Received From Audible Alert Control Module,U,,,,
U0462,Invalid Data Received From Compass Module,U,,,,
U0463,Invalid Data Received From Navigation Display Module,U,,,,
U0464,Invalid Data Received From Navigation Control Module,U,,,,
U0465,Invalid Data Received From PTO Control Module,U,,,,
U0466,Invalid Data Received From HVAC Control Module - Rear,U,,,,
U0467,Invalid Data Received From Fuel Additive Control Module,U,,,,
U0468,Invalid Data Received From Fuel Cell Control Module,U,,,,
U0469,Invalid Data Received From Starter / Generator Control Module,U,,,,
U046A,Invalid Data Received From Sunroof Control Module,U,,,,
U046B,Invalid Data Received From Global Positioning System Module,U,,,,
U046C,Invalid Data Received From A/C Compressor Control Module,U,,,,
U046D,Invalid Data Received from Fuel Pump Control Module B,U,,,,
U046E,Invalid Data Received From Exhaust Gas Sensor Module B,U,,,,
U0471,Invalid Data Received From Restraints System Sensor A,U,,,,
U0472,Invalid Data Received From Restraints System Sensor B,U,,,,
U0473,Invalid Data Received From Restraints System Sensor C,U,,,,
U0474,Invalid Data Received From Restraints System Sensor D,U,,,,
U0475,Invalid Data Received From Restraints System Sensor E,U,,,,
U0476,Invalid Data Received From Restraints System Sensor F,U,,,,
U0477,Invalid Data Received From Restraints System Sensor G,U,,,,
U0478,Invalid Data Received From Restraints System Sensor H,U,,,,
U0479,Invalid Data Received From Restraints System Sensor I,U,,,,
U047A,Invalid Data Received From Restraints System Sensor J,U,,,,
U047B,Invalid Data Received From Restraints System Sensor K,U,,,,
U047C,Invalid Data Received From Restraints System Sensor L,U,,,,
U047D,Invalid Data Received From Restraints System Sensor M,U,,,,
U047E,Invalid Data Received From Restraints System Sensor N,U,,,,
U047F,Invalid Data Received From Seat Belt Pretensioner Module A,U,,,,
U0480,Invalid Data Received From Seat Belt Pretensioner Module B,U,,,,
U0481,Invalid Data Received From Automatic Lighting Control Module,U,,,,
U0482,Invalid Data Received From Headlamp Leveling Control Module A,U,,,,
U0483,Invalid Data Received From Lighting Control Module - Front,U,,,,
U0484,Invalid Data Received From Lighting Control Module - Rear A,U,,,,
U0485,Invalid Data Received From Radio,U,,,,
U0486,Invalid Data Received From Antenna Control Module,U,,,,
U0487,Invalid Data Received From Audio Amplifier A,U,,,,
U0488,Invalid Data Received From Digital Disc Player/Changer Module A,U,,,,
U0489,Invalid Data Received From Digital Disc Player/Changer Module B,U,,,,
U048A,Invalid Data Received From Digital Disc Player/Changer Module C,U,,,,
U048B,Invalid Data Received From Headlamp Leveling Control Module B,U,,,,
U0491,Invalid Data Received From Digital Disc Player/Changer Module D,U,,,,
U0492,Invalid Data Received From Television,U,,,,
U0493,Invalid Data Received From Personal Computer,U,,,,
U0494,Invalid Data Received From Digital Audio Control Module A,U,,,,
U0495,Invalid Data Received From Digital Audio Control Module B,U,,,,
U0496,Invalid Data Received From Subscription Entertainment Receiver Module,U,,,,
U0497,Invalid Data Received From Entertainment Control Module - Rear A,U,,,,
U0498,Invalid Data Received From Telephone Control Module,U,,,,
U0499,Invalid Data Received From Telematic Control Module,U,,,,
U049A,Invalid Data Received From Door Control Module A,U,,,,
U049B,Invalid Data Received From Tachograph Module,U,,,,
U049C,Invalid Data Received From Battery Charger Control Module A,U,,,,
U049D,Invalid Data Received From Glow Plug Control Module 2,U,,,,
U049E,Invalid Data Received From Direct Ozone Reduction Catalyst Temperature Sensor,U,,,,
U049F,Invalid Data Received From Transmission Range Control Module,U,,,,
U04A0,Invalid Data Received From Engine Coolant Pump Control Module,U,,,,
U04A1,Invalid Data Received From Hybrid/EV Battery Interface Control Module A,U,,,,
U04A2,Invalid Data Received From Hybrid/EV Battery Interface Control Module B,U,,,,
U04A3,Invalid Data Received From Hybrid/EV Battery Interface Control Module C,U,,,,
U04A4,Invalid Data Received From Particulate Matter Sensor A,U,,,,
U04A5,Invalid Data Received From Hybrid/EV Battery Interface Control Module E,U,,,,
U04A6,Invalid Data Received From Hybrid/EV Battery Interface Control Module F,U,,,,
U04A7,Invalid Data Received From Hybrid/EV Battery Interface Control Module G,U,,,,
U04A8,Invalid Data Received From Hybrid/EV Battery Interface Control Module H,U,,,,
U04A9,Invalid Data Received From Hybrid/EV Battery Interface Control Module I,U,,,,
U04AA,Invalid Data Received From Hybrid/EV Battery Interface Control Module J,U,,,,
U04AB,Invalid Data Received From Hybrid/EV Battery Interface Control Module K,U,,,,
U04AC,Invalid Data Received From Hybrid/EV Battery Interface Control Module L,U,,,,
U04AD,Invalid Data Received From Hybrid/EV Battery Interface Control Module M,U,,,,
U04AE,Invalid Data Received From Hybrid/EV Battery Interface Control Module N,U,,,,
U04AF,Invalid Data Received From Hybrid/EV Battery Interface Control Module O,U,,,,
U04B0,Invalid Data Received From Hybrid/EV Battery Interface Control Module P,U,,,,
U04B1,Invalid Data Received From Battery Monitor Module,U,,,,
U04B2,Invalid Data Received From Particulate Matter Sensor B,U,,,,
U04B3,Invalid Data Received From Planetary Gear Set Control Module,U,,,,
U04B4,Invalid Data Received From Brake Blending Actuator,U,,,,
U04B5,Invalid Data Received from Brake System Control Module B,U,,,,
U04B6,Invalid Data Received From Catalyst Heater Control Module,U,,,,
U04BA,Invalid Data Received from Switch Input Module “A”,U,,,,
U04BB,Invalid Data Received from Switch Input Module “B”,U,,,,
U04BC,Invalid Data Received from Switch Input Module “C”,U,,,,
U04BD,Invalid Data Received From Park Lock/Pawl Control Module,U,,,,
U04BE,Invalid Data Received From Battery Charger Control Module B,U,,,,
U04BF,Invalid Data Received from Drive Motor A Clutch Actuator,U,,,,
U04C0,Invalid Data Received from Battery Management Control Module,U,,,,
U0501,Invalid Data Received From Door Control Module B,U,,,,
U0502,Invalid Data Received From Door Control Module C,U,,,,
U0503,Invalid Data Received From Door Control Module D,U,,,,
U0504,Invalid Data Received From Door Control Module E,U,,,,
U0505,Invalid Data Received From Door Control Module F,U,,,,
U0506,Invalid Data Received From Door Control Module G,U,,,,
U0507,Invalid Data Received From Folding Top Control Module,U,,,,
U0508,Invalid Data Received From Moveable Roof Control Module A,U,,,,
U0509,Invalid Data Received From Seat Control Module A,U,,,,
U050A,Invalid Data Received From Seat Control Module B,U,,,,
U050B,Invalid Data Received From Moveable Roof Control Module “B”,U,,,,
U050C,Invalid Data Received From Door Control Module H,U,,,,
U050D,Invalid Data Received From Wireless Accessory Charging Module A,U,,,,
U050E,Invalid Data Received From Wireless Accessory Charging Module B,U,,,,
U0511,Invalid Data Received From Seat Control Module C,U,,,,
U0512,Invalid Data Received From Seat Control Module D,U,,,,
U0513,Invalid Data Received From Yaw Rate Sensor Module,U,,,,
U0514,Invalid Data Received From Mirror Control Module A,U,,,,
U0515,Invalid Data Received From Remote Function Actuation Module,U,,,,
U0516,Invalid Data Received From Door Switch A,U,,,,
U0517,Invalid Data Received From Door Switch B,U,,,,
U0518,Invalid Data Received From Door Switch C,U,,,,
U0519,Invalid Data Received From Door Switch D,U,,,,
U051A,Invalid Data Received From Door Switch E,U,,,,
U0521,Invalid Data Received From Door Switch F,U,,,,
U0522,Invalid Data Received From Door Switch G,U,,,,
U0523,Invalid Data Received From Door Window Motor A,U,,,,
U0524,Invalid Data Received From Door Window Motor B,U,,,,
U0525,Invalid Data Received From Door Window Motor C,U,,,,
U0526,Invalid Data Received From Door Window Motor D,U,,,,
U0527,Invalid Data Received From Door Window Motor E,U,,,,
U0528,Invalid Data Received From Door Window Motor F,U,,,,
U0529,Invalid Data Received From Door Window Motor G,U,,,,
U052A,Invalid Data Received From Heated Steering Wheel Module,U,,,,
U052F,Invalid Data Received From Object Detection Maintenance Control Module A,U,,,,
U0530,Invalid Data Received From Object Detection Maintenance Control Module B,U,,,,
U0531,Invalid Data Received From Rear Gate Module,U,,,,
U0532,Invalid Data Received From Rain Sensing Module,U,,,,
U0533,Invalid Data Received From Side Obstacle Detection Control Module A,U,,,,
U0534,Invalid Data Received From Side Obstacle Detection Control Module B,U,,,,
U0535,Invalid Data Received From Convenience Recall Module,U,,,,
U0536,Invalid Data Received From Lateral Acceleration Sensor Module,U,,,,
U0537,Invalid Data Received From Column Lock Module,U,,,,
U0538,Invalid Data Received From Digital Audio Control Module C,U,,,,
U0539,Invalid Data Received From Digital Audio Control Module D,U,,,,
U053A,Invalid Data Received From Entrapment Control Module A,U,,,,
U053B,Invalid Data Received From Image Processing Module A,U,,,,
U053C,Invalid Data Received From Image Processing Module B,U,,,,
U053D,Invalid Data Received From Image Processing Module C,U,,,,
U0541,Invalid Data Received From Entrapment Control Module B,U,,,,
U0542,Invalid Data Received From Headlamp Control Module A,U,,,,
U0543,Invalid Data Received From Headlamp Control Module B,U,,,,
U0544,Invalid Data Received From Parking Assist Control Module B,U,,,,
U0545,Invalid Data Received From Running Board Control Module A,U,,,,
U0546,Invalid Data Received From Entertainment Control Module - Front,U,,,,
U0547,Invalid Data Received From Seat Control Module E,U,,,,
U0548,Invalid Data Received From Seat Control Module F,U,,,,
U0549,Invalid Data Received From Remote Accessory Module,U,,,,
U054A,Invalid Data Received From Entertainment Control Module - Rear B,U,,,,
U054B,Invalid Data Received From Interior Lighting Control Module A,U,,,,
U054C,Invalid Data Received from Seat Control Module G,U,,,,
U054D,Invalid Data Received from Seat Control Module H,U,,,,
U054E,Invalid Data Received from Seat Control Module J,U,,,,
U054F,Invalid Data Received From Side Obstacle Detection Control Module C,U,,,,
U0550,Invalid Data Received From Side Obstacle Detection Control Module D,U,,,,
U0551,Invalid Data Received From Impact Classification System Module,U,,,,
U0552,Invalid Data Received From Running Board Control Module B,U,,,,
U0553,Invalid Data Received From Lighting Control Module - Rear B,U,,,,
U0554,Invalid Data Received From Accessory Protocol Interface Module,U,,,,
U0555,Invalid Data Received From Remote Start Module,U,,,,
U0556,Invalid Data Received From Front Display Interface Module,U,,,,
U0557,Invalid Data Received From Front Controls Interface Module A,U,,,,
U0558,Invalid Data Received From Front Controls/Display Interface Module,U,,,,
U0559,Invalid Data Received From Radio Transceiver,U,,,,
U055A,Invalid Data Received From Special Purpose Vehicle Control Module A,U,,,,
U055B,Invalid Data Received From Special Purpose Vehicle Control Module B,U,,,,
U055C,Invalid Data Received From Special Purpose Vehicle Control Module C,U,,,,
U055D,Invalid Data Received From Special Purpose Vehicle Control Module D,U,,,,
U055E,Invalid Data Received From Front Controls Interface Module B,U,,,,
U055F,Invalid Data Received From Electronic Brake Booster Control Module A,U,,,,
U0560,Invalid Data Received From Electronic Brake Booster Control Module B,U,,,,
U0561,Invalid Data Received From Seat Control Switch Module A,U,,,,
U0562,Invalid Data Received From Seat Control Switch Module B,U,,,,
U0563,Invalid Data Received From Audio Amplifier B,U,,,,
U0564,Invalid Data Received From Speech Recognition Module,U,,,,
U0565,Invalid Data Received From Camera Module - Rear,U,,,,
U0566,Invalid Data Received From Image Processing Sensor A,U,,,,
U0567,Invalid Data Received From Image Processing Sensor B,U,,,,
U0568,Invalid Data Received From Image Processing Sensor C,U,,,,
U0569,Invalid Data Received From Image Processing Sensor D,U,,,,
U056A,Invalid Data Received From Image Processing Sensor E,U,,,,
U056B,Invalid Data Received From Image Processing Sensor F,U,,,,
U056C,Invalid Data Received From Image Processing Sensor G,U,,,,
U056D,Invalid Data Received From Image Processing Sensor H,U,,,,
U056E,Invalid Data Received From Image Processing Sensor I,U,,,,
U056F,Invalid Data Received From Image Processing Sensor J,U,,,,
U0570,Invalid Data Received From Image Processing Sensor K,U,,,,
U0571,Invalid Data Received From Image Processing Sensor L,U,,,,
U0572,Invalid Data Received from Vehicle Motion Control Module A,U,,,,
U0573,Invalid Data Received from Vehicle Motion Control Module B,U,,,,
U0574,Invalid Data Received From Lighting Driver Control Module “A”,U,,,,
U0575,Invalid Data Received From Lighting Driver Control Module “B”,U,,,,
U0576,Invalid Data Received From Lighting Driver Control Module “C”,U,,,,
U0577,Invalid Data Received From Lighting Driver Control Module “D”,U,,,,
U0578,Invalid Data Received From Seat Module K,U,,,,
U0579,Invalid Data Received From Seat Module L,U,,,,
U057B,Invalid Data Received From Battery Charger Control Module C,U,,,,
U057C,Invalid Data Received From Battery Charger Control Module D,U,,,,
U057D,Invalid Data Received From Off-Board Charger Control Module,U,,,,
U0580,Invalid Data Received From Haptic Control Module,U,,,,
U0585,Invalid Data Received From Active Grille Air Shutter Module A,U,,,,
U0586,Invalid Data Received From Active Grille Air Shutter Module B,U,,,,
U0587,Invalid Data Received From With Radiator Anti Tamper Device,U,,,,
U0588,Invalid Data Received From Transmission Fluid Pump Module A,U,,,,
U0589,Invalid Data Received From DC/AC Converter Control Module A,U,,,,
U058A,Invalid Data Received From DC/AC Converter Control Module B,U,,,,
U058B,Invalid Data Received From Transmission Fluid Pump Module B,U,,,,
U058C,Invalid Data Received From Active Grille Air Shutter Module C,U,,,,
U058D,Invalid Data Received From Active Grille Air Shutter Module D,U,,,,
U0592,Invalid Data Received From Gear Shift Control Module B,U,,,,
U0593,Invalid Data Received From Drive Motor Control Module B,U,,,,
U0594,Invalid Data Received From Hybrid/EV Powertrain Control Module,U,,,,
U0595,Invalid Data Received From Powertrain Control Monitor Module,U,,,,
U0596,Invalid Data Received From AC/AC Converter Control Module,U,,,,
U0597,Invalid Data Received From AC/DC Converter Control Module A,U,,,,
U0598,Invalid Data Received From AC/DC Converter Control Module B,U,,,,
U0599,Invalid Data Received From DC/DC Converter Control Module A,U,,,,
U059A,Invalid Data Received From DC/DC Converter Control Module B,U,,,,
U059B,Invalid Data Received From Hybrid/EV Battery Pack Sensor Module,U,,,,
U059C,Invalid Data Received From Drive Motor Control Module C,U,,,,
U059D,Invalid Data Received From Drive Motor Control Module D,U,,,,
U059E,Invalid Data Received From NOx Sensor A,U,,,,
U059F,Invalid Data Received From NOx Sensor B,U,,,,
U05A0,Invalid Data Received from Evaporative Emission System Leak Detection Control Module,U,,,,
U05A1,NOx Sensor A Received Invalid Data From ECM/PCM,U,,,,
U05A2,NOx Sensor B Received Invalid Data From ECM/PCM,U,,,,
U05A3,Invalid Data Received From Reductant Quality Module,U,,,,
U05A4,Particulate Matter Sensor Received Invalid Data From ECM/PCM,U,,,,
U05A5,Invalid Data Received From NH3 Sensor,U,,,,
U05A6,Invalid Data Received from Reductant Heater Control Module,U,,,,
U05A7,Invalid Data Received From Safety Integration Control Module,U,,,,
U05A8,Invalid Data Received From NOx Sensor C,U,,,,
U05A9,NOx Sensor C Received Invalid Data From ECM/PCM,U,,,,
U05AA,Invalid Data Received From Charge Air Cooler Coolant Pump,U,,,,
U05AB,Invalid Data Received From Engine Disconnect Clutch,U,,,,
U05AC,Invalid Data Received From Vehicle Thermal Management Control Module,U,,,,
U05B2,Invalid Data Received From Comfort and Convenience Display A,U,,,,
U05B3,Invalid Data Received From Comfort and Convenience Display B,U,,,,
U05B4,Invalid Data Received From Driver Monitoring System Module,U,,,,
U05B5,Invalid Data Received From Front Radar Module A,U,,,,
U05B6,Invalid Data Received From Front Radar Module B,U,,,,
U05B7,Invalid Data Received From Rear Radar Module A,U,,,,
U05B8,Invalid Data Received From Rear Radar Module B,U,,,,
U05B9,Invalid Data Received From Rear Radar Module C,U,,,,
U05BA,Invalid Data Received From Rear Radar Module D,U,,,,
U05BD,Invalid Data Received From Localization and Mapping Module,U,,,,
U05BE,Invalid Data Received From Night Vision Control Module,U,,,,
U05BF,Invalid Data Received From Trailer Backup Assist Control Module,U,,,,
U05C0,Invalid Data Received From Interior Lighting Control Module B,U,,,,
U05C1,Invalid Data Received From Active Radiator Air Flow Control Module A,U,,,,
U0600,Lost Communication With Engine Oil Pressure Sensor A,U,,,,
U0601,Lost Communication With Particulate Filter Pressure Sensor A,U,,,,
U0602,Lost Communication With Particulate Filter Pressure Sensor B,U,,,,
U0603,Lost Communication With Fuel Pressure Sensor A,U,,,,
U0604,Lost Communication With Fuel Pressure Sensor B,U,,,,
U0605,Lost communication With A/C Refrigerant Sensor A,U,,,,
U0606,Lost Communication With Throttle/Pedal Position Sensor/Switch A,U,,,,
U0607,Lost Communication With Throttle/Pedal Position Sensor/Switch B,U,,,,
U0608,Lost Communication With Throttle/Pedal Position Sensor/Switch C,U,,,,
U0609,Lost Communication With Manifold Absolute Pressure/Barometric Pressure Sensor,U,,,,
U060A,Lost Communication With Manifold Absolute Pressure Sensor B,U,,,,
U060B,Lost Communication With Turbocharger/Supercharger Boost Sensor A,U,,,,
U060C,Lost Communication With Turbocharger/Supercharger Boost Sensor B,U,,,,
U060D,Lost Communication With Turbocharger/Supercharger Boost Sensor C,U,,,,
U060E,Lost Communication With Crankcase Pressure Sensor,U,,,,
U060F,Lost Communication With Mass or Volume Air Flow Sensor A,U,,,,
U0610,Lost Communication With Mass or Volume Air Flow Sensor B,U,,,,
U0611,Lost Communication With Intake Air Temperature Sensor 1 Bank 1,U,,,,
U0612,Lost Communication With Intake Air Temperature Sensor 1 Bank 2,U,,,,
U0613,Lost Communication With Intake Air Temperature Sensor 2 Bank 1,U,,,,
U0614,Lost Communication With Intake Air Temperature Sensor 2 Bank 2,U,,,,
U0615,Lost Communication With Engine Coolant Bypass Valve A,U,,,,
U0616,Lost Communication With Engine Coolant Bypass Valve B,U,,,,
U0617,Lost Communication With Engine Coolant Bypass Valve C,U,,,,
U0618,Lost Communication With Engine Coolant Bypass Valve D,U,,,,
U0619,Lost Communication With Reductant Level Sensor A,U,,,,
U061A,Lost Communication With Reductant Level Sensor B,U,,,,
U061B,Lost Communication With Reductant Level Sensor C,U,,,,
U061C,Lost Communication With Reductant Temperature Sensor A,U,,,,
U061D,Lost Communication With Reductant Temperature Sensor B,U,,,,
U061E,Lost Communication with Battery Isolation/Voltage Stabilization Control Module,U,,,,
U061F,Lost Communication With Exhaust Gas Temperature Sensor Bank 1 Sensor 1,U,,,,
U0620,Lost Communication With Exhaust Gas Temperature Sensor Bank 1 Sensor 2,U,,,,
U0621,Lost Communication With Exhaust Gas Temperature Sensor Bank 2 Sensor 1,U,,,,
U0622,Lost Communication With Exhaust Gas Temperature Sensor Bank 2 Sensor 2,U,,,,
U0623,Lost Communication With Coolant Pump “A”,U,,,,
U0624,Lost Communication With Coolant Pump “B”,U,,,,
U0625,Lost Communication With Fuel Rail Pressure Sensor Bank 1,U,,,,
U0626,Lost Communication With A/C Refrigerant Pressure Sensor “A”,U,,,,
U0627,Lost Communication With A/C Refrigerant Temperature Sensor “A”,U,,,,
U0628,Lost Communication With A/C Refrigerant Pressure Sensor “B”,U,,,,
U0629,Lost Communication With A/C Refrigerant Temperature Sensor “B”,U,,,,
U062A,Lost Communication With A/C Refrigerant Distribution Valve Actuator “A”,U,,,,
U062B,Lost Communication With A/C Refrigerant Distribution Valve Actuator “B”,U,,,,
U062C,Lost Communication With A/C Refrigerant Distribution Valve Actuator “C”,U,,,,
U062D,Lost Communication With A/C Refrigerant Distribution Valve Actuator “D”,U,,,,
U062E,Lost Communication With A/C Refrigerant Expansion Valve Actuator,U,,,,
U062F,Lost Communication With Coolant Pump C,U,,,,
U0630,Lost Communication With Engine Coolant Temperature Sensor 4,U,,,,
U0631,Lost Communication With Engine Coolant Temperature Sensor 5,U,,,,
U0632,Lost Communication With Fan 1,U,,,,
U0633,Lost Communication With Fan 2,U,,,,
U0634,Lost Communication With Hybrid/EV Battery Pack Coolant Temperature Sensor A,U,,,,
U0635,Lost Communication With Hybrid/EV Battery Pack Coolant Temperature Sensor B,U,,,,
U0636,Lost Communication With Hybrid/EV Battery Pack Coolant Control Valve A,U,,,,
U0637,Lost Communication With Hybrid/EV Battery Pack Coolant Control Valve B,U,,,,
U0638,Lost Communication With Hybrid/EV Electronics Coolant Temperature Sensor A,U,,,,
U0639,Lost Communication With Hybrid/EV Electronics Coolant Temperature Sensor B,U,,,,
U063A,Lost Communication With Hybrid/EV Electronics Coolant Temperature Sensor C,U,,,,
U063B,Lost Communication With Coolant Bypass Valve Actuator A,U,,,,
U063C,Lost Communication With Coolant Bypass Valve Actuator B,U,,,,
U063D,Lost Communication With Hybrid/EV Electronics Coolant Pump A,U,,,,
U063E,Lost Communication With Exhaust Heat Exchanger Bypass Valve Actuator A,U,,,,
